iteration,dataset,model,rotation,metric,value
3,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
4,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
5,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
6,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
7,BOT-IoT,resnet,no_rot,accuracy,0.9999850000749996
8,BOT-IoT,resnet,no_rot,accuracy,0.9999850000749996
9,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
10,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
11,BOT-IoT,resnet,no_rot,accuracy,0.9999800000999997
12,BOT-IoT,resnet,no_rot,accuracy,0.9999800000999997
13,BOT-IoT,resnet,no_rot,accuracy,0.9999850000749996
14,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
15,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
16,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
17,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
18,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
19,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
20,BOT-IoT,resnet,no_rot,accuracy,0.9999900000499996
1,BOT-IoT,saint,rot,accuracy,0.9999800000999997
2,BOT-IoT,saint,rot,accuracy,0.9999800000999997
3,BOT-IoT,saint,rot,accuracy,0.9999800000999997
4,BOT-IoT,saint,rot,accuracy,0.9999800000999997
5,BOT-IoT,saint,rot,accuracy,0.9999800000999997
6,BOT-IoT,saint,rot,accuracy,0.9999800000999997
7,BOT-IoT,saint,rot,accuracy,0.9999800000999997
8,BOT-IoT,saint,rot,accuracy,0.9999800000999997
9,BOT-IoT,saint,rot,accuracy,0.9999800000999997
10,BOT-IoT,saint,rot,accuracy,0.9999800000999997
11,BOT-IoT,saint,rot,accuracy,0.9999800000999997
12,BOT-IoT,saint,rot,accuracy,0.9999800000999997
13,BOT-IoT,saint,rot,accuracy,0.9999800000999997
14,BOT-IoT,saint,rot,accuracy,0.9999800000999997
15,BOT-IoT,saint,rot,accuracy,0.9999800000999997
16,BOT-IoT,saint,rot,accuracy,0.9999800000999997
17,BOT-IoT,saint,rot,accuracy,0.9999800000999997
18,BOT-IoT,saint,rot,accuracy,0.9999800000999997
19,BOT-IoT,saint,rot,accuracy,0.9999800000999997
20,BOT-IoT,saint,rot,accuracy,0.9999800000999997
1,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
2,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
3,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
4,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
5,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
6,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
7,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
8,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
9,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
10,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
11,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
12,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
13,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
14,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
15,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
16,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
17,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
18,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
19,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
20,BOT-IoT,saint,no_rot,accuracy,0.9999800000999997
1,CIC-DDoS-2019,rf,rot,accuracy,0.999970000299997
2,CIC-DDoS-2019,rf,rot,accuracy,0.999980000199998
3,CIC-DDoS-2019,rf,rot,accuracy,0.9999750002499976
4,CIC-DDoS-2019,rf,rot,accuracy,0.9999750002499976
5,CIC-DDoS-2019,rf,rot,accuracy,0.999980000199998
6,CIC-DDoS-2019,rf,rot,accuracy,0.999970000299997
7,CIC-DDoS-2019,rf,rot,accuracy,0.999980000199998
8,CIC-DDoS-2019,rf,rot,accuracy,0.9999750002499976
9,CIC-DDoS-2019,rf,rot,accuracy,0.999960000399996
10,CIC-DDoS-2019,rf,rot,accuracy,0.9999650003499964
11,CIC-DDoS-2019,rf,rot,accuracy,0.999970000299997
12,CIC-DDoS-2019,rf,rot,accuracy,0.9999650003499964
13,CIC-DDoS-2019,rf,rot,accuracy,0.999970000299997
14,CIC-DDoS-2019,rf,rot,accuracy,0.9999750002499976
15,CIC-DDoS-2019,rf,rot,accuracy,0.999970000299997
16,CIC-DDoS-2019,rf,rot,accuracy,0.999970000299997
17,CIC-DDoS-2019,rf,rot,accuracy,0.9999850001499984
18,CIC-DDoS-2019,rf,rot,accuracy,0.999980000199998
19,CIC-DDoS-2019,rf,rot,accuracy,0.999970000299997
20,CIC-DDoS-2019,rf,rot,accuracy,0.9999750002499976
1,CIC-DDoS-2019,rf,no_rot,accuracy,0.999960000399996
2,CIC-DDoS-2019,rf,no_rot,accuracy,0.9999550004499956
3,CIC-DDoS-2019,rf,no_rot,accuracy,0.9999450005499944
4,CIC-DDoS-2019,rf,no_rot,accuracy,0.9999350006499936
5,CIC-DDoS-2019,rf,no_rot,accuracy,0.999930000699993
6,CIC-DDoS-2019,rf,no_rot,accuracy,0.999950000499995
7,CIC-DDoS-2019,rf,no_rot,accuracy,0.999920000799992
8,CIC-DDoS-2019,rf,no_rot,accuracy,0.9998950010499896
9,CIC-DDoS-2019,rf,no_rot,accuracy,0.999880001199988
10,CIC-DDoS-2019,rf,no_rot,accuracy,0.999880001199988
11,CIC-DDoS-2019,rf,no_rot,accuracy,0.9999350006499936
12,CIC-DDoS-2019,rf,no_rot,accuracy,0.999940000599994
13,CIC-DDoS-2019,rf,no_rot,accuracy,0.999880001199988
14,CIC-DDoS-2019,rf,no_rot,accuracy,0.999930000699993
15,CIC-DDoS-2019,rf,no_rot,accuracy,0.999890001099989
16,CIC-DDoS-2019,rf,no_rot,accuracy,0.9999150008499916
17,CIC-DDoS-2019,rf,no_rot,accuracy,0.999930000699993
18,CIC-DDoS-2019,rf,no_rot,accuracy,0.99990000099999
19,CIC-DDoS-2019,rf,no_rot,accuracy,0.999870001299987
20,CIC-DDoS-2019,rf,no_rot,accuracy,0.999920000799992
1,CIC-DDoS-2019,dt,rot,accuracy,0.9999250007499924
2,CIC-DDoS-2019,dt,rot,accuracy,0.9999650003499964
3,CIC-DDoS-2019,dt,rot,accuracy,0.999960000399996
4,CIC-DDoS-2019,dt,rot,accuracy,0.999970000299997
5,CIC-DDoS-2019,dt,rot,accuracy,0.999960000399996
6,CIC-DDoS-2019,dt,rot,accuracy,0.9999550004499956
7,CIC-DDoS-2019,dt,rot,accuracy,0.9999750002499976
8,CIC-DDoS-2019,dt,rot,accuracy,0.9999450005499944
9,CIC-DDoS-2019,dt,rot,accuracy,0.9999350006499936
10,CIC-DDoS-2019,dt,rot,accuracy,0.999960000399996
11,CIC-DDoS-2019,dt,rot,accuracy,0.9999750002499976
12,CIC-DDoS-2019,dt,rot,accuracy,0.999950000499995
13,CIC-DDoS-2019,dt,rot,accuracy,0.9999650003499964
14,CIC-DDoS-2019,dt,rot,accuracy,0.999970000299997
15,CIC-DDoS-2019,dt,rot,accuracy,0.999950000499995
16,CIC-DDoS-2019,dt,rot,accuracy,0.999950000499995
17,CIC-DDoS-2019,dt,rot,accuracy,0.9999750002499976
18,CIC-DDoS-2019,dt,rot,accuracy,0.9999450005499944
19,CIC-DDoS-2019,dt,rot,accuracy,0.9999550004499956
20,CIC-DDoS-2019,dt,rot,accuracy,0.999930000699993
1,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
2,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
3,CIC-DDoS-2019,dt,no_rot,accuracy,0.9999950000499996
4,CIC-DDoS-2019,dt,no_rot,accuracy,0.9999950000499996
5,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
6,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
7,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
8,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
9,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
10,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
11,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
12,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
13,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
14,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
15,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
16,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
17,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
18,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
19,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
20,CIC-DDoS-2019,dt,no_rot,accuracy,0.999990000099999
1,CIC-DDoS-2019,lgbm,rot,accuracy,0.995870041299587
2,CIC-DDoS-2019,lgbm,rot,accuracy,0.952140478595214
3,CIC-DDoS-2019,lgbm,rot,accuracy,0.9884851151488484
4,CIC-DDoS-2019,lgbm,rot,accuracy,0.9965150348496516
5,CIC-DDoS-2019,lgbm,rot,accuracy,0.9366256337436626
6,CIC-DDoS-2019,lgbm,rot,accuracy,0.997230027699723
7,CIC-DDoS-2019,lgbm,rot,accuracy,0.9993950060499396
8,CIC-DDoS-2019,lgbm,rot,accuracy,0.998860011399886
9,CIC-DDoS-2019,lgbm,rot,accuracy,0.9979050209497904
10,CIC-DDoS-2019,lgbm,rot,accuracy,0.998320016799832
11,CIC-DDoS-2019,lgbm,rot,accuracy,0.998580014199858
12,CIC-DDoS-2019,lgbm,rot,accuracy,0.998570014299857
13,CIC-DDoS-2019,lgbm,rot,accuracy,0.997860021399786
14,CIC-DDoS-2019,lgbm,rot,accuracy,0.9978150218497815
15,CIC-DDoS-2019,lgbm,rot,accuracy,0.9978050219497804
16,CIC-DDoS-2019,lgbm,rot,accuracy,0.9977350226497737
17,CIC-DDoS-2019,lgbm,rot,accuracy,0.993810061899381
18,CIC-DDoS-2019,lgbm,rot,accuracy,0.9982450175498244
19,CIC-DDoS-2019,lgbm,rot,accuracy,0.9655053449465504
20,CIC-DDoS-2019,lgbm,rot,accuracy,0.9970950290497096
1,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
2,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.98250017499825
3,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
4,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.98250017499825
5,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
6,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.98250017499825
7,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
8,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
9,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
10,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
11,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.98250017499825
12,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.98250017499825
13,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.98250017499825
14,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
15,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
16,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.98250017499825
17,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
18,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
19,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.98250017499825
20,CIC-DDoS-2019,lgbm,no_rot,accuracy,0.998530014699853
1,CIC-DDoS-2019,catboost,rot,accuracy,0.9999150008499916
2,CIC-DDoS-2019,catboost,rot,accuracy,0.999910000899991
3,CIC-DDoS-2019,catboost,rot,accuracy,0.999960000399996
4,CIC-DDoS-2019,catboost,rot,accuracy,0.999880001199988
5,CIC-DDoS-2019,catboost,rot,accuracy,0.9999350006499936
6,CIC-DDoS-2019,catboost,rot,accuracy,0.999970000299997
7,CIC-DDoS-2019,catboost,rot,accuracy,0.9999550004499956
8,CIC-DDoS-2019,catboost,rot,accuracy,0.999960000399996
9,CIC-DDoS-2019,catboost,rot,accuracy,0.999960000399996
10,CIC-DDoS-2019,catboost,rot,accuracy,0.999950000499995
11,CIC-DDoS-2019,catboost,rot,accuracy,0.9999350006499936
12,CIC-DDoS-2019,catboost,rot,accuracy,0.9999350006499936
13,CIC-DDoS-2019,catboost,rot,accuracy,0.9999250007499924
14,CIC-DDoS-2019,catboost,rot,accuracy,0.9999450005499944
15,CIC-DDoS-2019,catboost,rot,accuracy,0.999970000299997
16,CIC-DDoS-2019,catboost,rot,accuracy,0.9999350006499936
17,CIC-DDoS-2019,catboost,rot,accuracy,0.9999250007499924
18,CIC-DDoS-2019,catboost,rot,accuracy,0.999950000499995
19,CIC-DDoS-2019,catboost,rot,accuracy,0.999940000599994
20,CIC-DDoS-2019,catboost,rot,accuracy,0.999950000499995
1,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
2,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
3,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
4,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
5,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
6,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
7,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
8,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
9,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
10,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
11,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
12,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
13,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
14,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
15,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
16,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
17,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
18,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
19,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
20,CIC-DDoS-2019,catboost,no_rot,accuracy,0.9999850001499984
1,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
2,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
3,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
4,CIC-DDoS-2019,xgb,rot,accuracy,0.999990000099999
5,CIC-DDoS-2019,xgb,rot,accuracy,0.999980000199998
6,CIC-DDoS-2019,xgb,rot,accuracy,0.999980000199998
7,CIC-DDoS-2019,xgb,rot,accuracy,0.999980000199998
8,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
9,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
10,CIC-DDoS-2019,xgb,rot,accuracy,0.9999750002499976
11,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
12,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
13,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
14,CIC-DDoS-2019,xgb,rot,accuracy,0.999980000199998
15,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
16,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
17,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
18,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
19,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
20,CIC-DDoS-2019,xgb,rot,accuracy,0.9999850001499984
1,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
2,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
3,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
4,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
5,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
6,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
7,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
8,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
9,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
10,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
11,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
12,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
13,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
14,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
15,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
16,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
17,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
18,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
19,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
20,CIC-DDoS-2019,xgb,no_rot,accuracy,0.999990000099999
1,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
2,CIC-DDoS-2019,mlp,rot,accuracy,0.999990000099999
3,CIC-DDoS-2019,mlp,rot,accuracy,0.999970000299997
4,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
5,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
6,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
7,CIC-DDoS-2019,mlp,rot,accuracy,0.9999650003499964
8,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
9,CIC-DDoS-2019,mlp,rot,accuracy,0.999980000199998
10,CIC-DDoS-2019,mlp,rot,accuracy,0.999980000199998
11,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
12,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
13,CIC-DDoS-2019,mlp,rot,accuracy,0.999990000099999
14,CIC-DDoS-2019,mlp,rot,accuracy,0.999980000199998
15,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
16,CIC-DDoS-2019,mlp,rot,accuracy,0.9999650003499964
17,CIC-DDoS-2019,mlp,rot,accuracy,0.9999450005499944
18,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
19,CIC-DDoS-2019,mlp,rot,accuracy,0.9999750002499976
20,CIC-DDoS-2019,mlp,rot,accuracy,0.999980000199998
1,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999990000099999
2,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
3,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
4,CIC-DDoS-2019,mlp,no_rot,accuracy,0.9999850001499984
5,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
6,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
7,CIC-DDoS-2019,mlp,no_rot,accuracy,0.9999750002499976
8,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
9,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
10,CIC-DDoS-2019,mlp,no_rot,accuracy,0.9999850001499984
11,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999990000099999
12,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999990000099999
13,CIC-DDoS-2019,mlp,no_rot,accuracy,0.9999750002499976
14,CIC-DDoS-2019,mlp,no_rot,accuracy,0.9999850001499984
15,CIC-DDoS-2019,mlp,no_rot,accuracy,0.9999850001499984
16,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999990000099999
17,CIC-DDoS-2019,mlp,no_rot,accuracy,0.9999750002499976
18,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
19,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
20,CIC-DDoS-2019,mlp,no_rot,accuracy,0.999980000199998
1,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
2,CIC-DDoS-2019,resnet,rot,accuracy,0.999970000299997
3,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
4,CIC-DDoS-2019,resnet,rot,accuracy,0.999980000199998
5,CIC-DDoS-2019,resnet,rot,accuracy,0.9999650003499964
6,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
7,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
8,CIC-DDoS-2019,resnet,rot,accuracy,0.999970000299997
9,CIC-DDoS-2019,resnet,rot,accuracy,0.999970000299997
10,CIC-DDoS-2019,resnet,rot,accuracy,0.999970000299997
11,CIC-DDoS-2019,resnet,rot,accuracy,0.999920000799992
12,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
13,CIC-DDoS-2019,resnet,rot,accuracy,0.999980000199998
14,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
15,CIC-DDoS-2019,resnet,rot,accuracy,0.999970000299997
16,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
17,CIC-DDoS-2019,resnet,rot,accuracy,0.999960000399996
18,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
19,CIC-DDoS-2019,resnet,rot,accuracy,0.999970000299997
20,CIC-DDoS-2019,resnet,rot,accuracy,0.9999750002499976
1,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999850001499984
2,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999750002499976
3,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999850001499984
4,CIC-DDoS-2019,resnet,no_rot,accuracy,0.999980000199998
5,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999450005499944
6,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999750002499976
7,CIC-DDoS-2019,resnet,no_rot,accuracy,0.999960000399996
8,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999750002499976
9,CIC-DDoS-2019,resnet,no_rot,accuracy,0.999990000099999
10,CIC-DDoS-2019,resnet,no_rot,accuracy,0.999980000199998
11,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999750002499976
12,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999750002499976
13,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999850001499984
14,CIC-DDoS-2019,resnet,no_rot,accuracy,0.999990000099999
15,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999850001499984
16,CIC-DDoS-2019,resnet,no_rot,accuracy,0.999980000199998
17,CIC-DDoS-2019,resnet,no_rot,accuracy,0.999970000299997
18,CIC-DDoS-2019,resnet,no_rot,accuracy,0.999980000199998
19,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999850001499984
20,CIC-DDoS-2019,resnet,no_rot,accuracy,0.9999650003499964
1,CIC-DDoS-2019,saint,rot,accuracy,0.9995950040499596
2,CIC-DDoS-2019,saint,rot,accuracy,0.998630013699863
3,CIC-DDoS-2019,saint,rot,accuracy,0.9339256607433926
4,CIC-DDoS-2019,saint,rot,accuracy,0.998630013699863
5,CIC-DDoS-2019,saint,rot,accuracy,0.998630013699863
6,CIC-DDoS-2019,saint,rot,accuracy,0.9989650103498964
7,CIC-DDoS-2019,saint,rot,accuracy,0.9989550104498957
8,CIC-DDoS-2019,saint,rot,accuracy,0.6224887751122489
9,CIC-DDoS-2019,saint,rot,accuracy,0.99870001299987
10,CIC-DDoS-2019,saint,rot,accuracy,0.999930000699993
11,CIC-DDoS-2019,saint,rot,accuracy,0.998630013699863
12,CIC-DDoS-2019,saint,rot,accuracy,0.9998750012499876
13,CIC-DDoS-2019,saint,rot,accuracy,0.9988450115498844
14,CIC-DDoS-2019,saint,rot,accuracy,0.9989850101498984
15,CIC-DDoS-2019,saint,rot,accuracy,0.999260007399926
16,CIC-DDoS-2019,saint,rot,accuracy,0.99970000299997
17,CIC-DDoS-2019,saint,rot,accuracy,0.0798142018579814
18,CIC-DDoS-2019,saint,rot,accuracy,0.9996850031499686
19,CIC-DDoS-2019,saint,rot,accuracy,0.998960010399896
20,CIC-DDoS-2019,saint,rot,accuracy,0.9990650093499064
1,CIC-DDoS-2019,saint,no_rot,accuracy,0.998640013599864
2,CIC-DDoS-2019,saint,no_rot,accuracy,0.999590004099959
3,CIC-DDoS-2019,saint,no_rot,accuracy,0.9995150048499516
4,CIC-DDoS-2019,saint,no_rot,accuracy,0.998630013699863
5,CIC-DDoS-2019,saint,no_rot,accuracy,0.9251707482925172
6,CIC-DDoS-2019,saint,no_rot,accuracy,0.998630013699863
7,CIC-DDoS-2019,saint,no_rot,accuracy,0.998950010499895
8,CIC-DDoS-2019,saint,no_rot,accuracy,0.9987350126498736
9,CIC-DDoS-2019,saint,no_rot,accuracy,0.9992850071499284
10,CIC-DDoS-2019,saint,no_rot,accuracy,0.998630013699863
11,CIC-DDoS-2019,saint,no_rot,accuracy,0.9046259537404626
12,CIC-DDoS-2019,saint,no_rot,accuracy,0.998630013699863
13,CIC-DDoS-2019,saint,no_rot,accuracy,0.999370006299937
14,CIC-DDoS-2019,saint,no_rot,accuracy,0.999640003599964
15,CIC-DDoS-2019,saint,no_rot,accuracy,0.998630013699863
16,CIC-DDoS-2019,saint,no_rot,accuracy,0.999630003699963
17,CIC-DDoS-2019,saint,no_rot,accuracy,0.9999350006499936
18,CIC-DDoS-2019,saint,no_rot,accuracy,0.9395256047439524
19,CIC-DDoS-2019,saint,no_rot,accuracy,0.9996950030499696
20,CIC-DDoS-2019,saint,no_rot,accuracy,0.9994850051499484
1,IoTID20,rf,rot,accuracy,0.9884065613589332
2,IoTID20,rf,rot,accuracy,0.9895491262973704
3,IoTID20,rf,rot,accuracy,0.9895171664389528
4,IoTID20,rf,rot,accuracy,0.9892135477839832
5,IoTID20,rf,rot,accuracy,0.987583595004674
6,IoTID20,rf,rot,accuracy,0.9923775737673484
7,IoTID20,rf,rot,accuracy,0.9894452567575126
8,IoTID20,rf,rot,accuracy,0.9870802272345932
9,IoTID20,rf,rot,accuracy,0.9902202833241448
10,IoTID20,rf,rot,accuracy,0.991306918510351
11,IoTID20,rf,rot,accuracy,0.9871121870930112
12,IoTID20,rf,rot,accuracy,0.9895810861557884
13,IoTID20,rf,rot,accuracy,0.9895730961911838
14,IoTID20,rf,rot,accuracy,0.9887661097661338
15,IoTID20,rf,rot,accuracy,0.9911071693952396
16,IoTID20,rf,rot,accuracy,0.9910512396430085
17,IoTID20,rf,rot,accuracy,0.9884465111819556
18,IoTID20,rf,rot,accuracy,0.9923296339797216
19,IoTID20,rf,rot,accuracy,0.9929208913604513
20,IoTID20,rf,rot,accuracy,0.9879591233410836
1,IoTID20,rf,no_rot,accuracy,0.9873598759957494
2,IoTID20,rf,no_rot,accuracy,0.9873998258187716
3,IoTID20,rf,no_rot,accuracy,0.986952387800922
4,IoTID20,rf,no_rot,accuracy,0.9873438960665404
5,IoTID20,rf,no_rot,accuracy,0.9870242974823622
6,IoTID20,rf,no_rot,accuracy,0.986968367730131
7,IoTID20,rf,no_rot,accuracy,0.9866088193229304
8,IoTID20,rf,no_rot,accuracy,0.9873758559249582
9,IoTID20,rf,no_rot,accuracy,0.9865049497830723
10,IoTID20,rf,no_rot,accuracy,0.9873518860311448
