iteration,dataset,model,rotation,metric,value
13,CIC-DDoS-2019,mlp,no_rot,f1-score,0.9999874830081836
14,CIC-DDoS-2019,mlp,no_rot,f1-score,0.99999248980491
15,CIC-DDoS-2019,mlp,no_rot,f1-score,0.999992489842512
16,CIC-DDoS-2019,mlp,no_rot,f1-score,0.9999949932158076
17,CIC-DDoS-2019,mlp,no_rot,f1-score,0.9999874829455132
18,CIC-DDoS-2019,mlp,no_rot,f1-score,0.9999899863814788
19,CIC-DDoS-2019,mlp,no_rot,f1-score,0.9999899863814788
20,CIC-DDoS-2019,mlp,no_rot,f1-score,0.9999899863313424
1,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874829455132
2,CIC-DDoS-2019,resnet,rot,f1-score,0.9999849795722182
3,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874829455132
4,CIC-DDoS-2019,resnet,rot,f1-score,0.9999899863814788
5,CIC-DDoS-2019,resnet,rot,f1-score,0.9999824760359792
6,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874829455132
7,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874830708532
8,CIC-DDoS-2019,resnet,rot,f1-score,0.9999849797226256
9,CIC-DDoS-2019,resnet,rot,f1-score,0.9999849795722182
10,CIC-DDoS-2019,resnet,rot,f1-score,0.9999849795722182
11,CIC-DDoS-2019,resnet,rot,f1-score,0.9999599467291496
12,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874829455132
13,CIC-DDoS-2019,resnet,rot,f1-score,0.9999899863814788
14,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874829455132
15,CIC-DDoS-2019,resnet,rot,f1-score,0.9999849794970136
16,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874829455132
17,CIC-DDoS-2019,resnet,rot,f1-score,0.9999799727629576
18,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874829455132
19,CIC-DDoS-2019,resnet,rot,f1-score,0.9999849795722182
20,CIC-DDoS-2019,resnet,rot,f1-score,0.9999874829455132
1,CIC-DDoS-2019,resnet,no_rot,f1-score,0.999992489842512
2,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999874829455132
3,CIC-DDoS-2019,resnet,no_rot,f1-score,0.99999248980491
4,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999899864316149
5,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999724633073572
6,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999874829455132
7,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999799725624106
8,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999874829455132
9,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999949932158076
10,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999899864316149
11,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999874829455132
12,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999874830708532
13,CIC-DDoS-2019,resnet,no_rot,f1-score,0.99999248980491
14,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999949932158076
15,CIC-DDoS-2019,resnet,no_rot,f1-score,0.99999248980491
16,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999899863814788
17,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999849794970136
18,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999899864316149
19,CIC-DDoS-2019,resnet,no_rot,f1-score,0.999992489842512
20,CIC-DDoS-2019,resnet,no_rot,f1-score,0.9999824760359792
1,CIC-DDoS-2019,saint,rot,f1-score,0.9997971963014616
2,CIC-DDoS-2019,saint,rot,f1-score,0.9993145373126862
3,CIC-DDoS-2019,saint,rot,f1-score,0.9657866735015652
4,CIC-DDoS-2019,saint,rot,f1-score,0.9993145373126862
5,CIC-DDoS-2019,saint,rot,f1-score,0.9993145373126862
6,CIC-DDoS-2019,saint,rot,f1-score,0.9994820558629024
7,CIC-DDoS-2019,saint,rot,f1-score,0.9994770594225636
8,CIC-DDoS-2019,saint,rot,f1-score,0.7669394344415873
9,CIC-DDoS-2019,saint,rot,f1-score,0.999349534917466
10,CIC-DDoS-2019,saint,rot,f1-score,0.9999649523351758
11,CIC-DDoS-2019,saint,rot,f1-score,0.9993145373126862
12,CIC-DDoS-2019,saint,rot,f1-score,0.9999374125340162
13,CIC-DDoS-2019,saint,rot,f1-score,0.9994220361840376
14,CIC-DDoS-2019,saint,rot,f1-score,0.9994919068011904
15,CIC-DDoS-2019,saint,rot,f1-score,0.9996296277759148
16,CIC-DDoS-2019,saint,rot,f1-score,0.9998497979782808
17,CIC-DDoS-2019,saint,rot,f1-score,0.145661670156023
18,CIC-DDoS-2019,saint,rot,f1-score,0.999842308010002
19,CIC-DDoS-2019,saint,rot,f1-score,0.9994795159498332
20,CIC-DDoS-2019,saint,rot,f1-score,0.9995320823835272
1,CIC-DDoS-2019,saint,no_rot,f1-score,0.999319537285354
2,CIC-DDoS-2019,saint,no_rot,f1-score,0.9997947608964444
3,CIC-DDoS-2019,saint,no_rot,f1-score,0.9997572214115698
4,CIC-DDoS-2019,saint,no_rot,f1-score,0.9993145373126862
5,CIC-DDoS-2019,saint,no_rot,f1-score,0.9611137382881316
6,CIC-DDoS-2019,saint,no_rot,f1-score,0.9993145373126862
7,CIC-DDoS-2019,saint,no_rot,f1-score,0.9994742929239828
8,CIC-DDoS-2019,saint,no_rot,f1-score,0.9993670236853232
9,CIC-DDoS-2019,saint,no_rot,f1-score,0.9996421394555014
10,CIC-DDoS-2019,saint,no_rot,f1-score,0.9993145373126862
11,CIC-DDoS-2019,saint,no_rot,f1-score,0.9499103243815272
12,CIC-DDoS-2019,saint,no_rot,f1-score,0.9993145373126862
13,CIC-DDoS-2019,saint,no_rot,f1-score,0.9996844793909953
14,CIC-DDoS-2019,saint,no_rot,f1-score,0.9998197756206476
15,CIC-DDoS-2019,saint,no_rot,f1-score,0.9993145373126862
16,CIC-DDoS-2019,saint,no_rot,f1-score,0.999814767533254
17,CIC-DDoS-2019,saint,no_rot,f1-score,0.999967455169496
18,CIC-DDoS-2019,saint,no_rot,f1-score,0.9687776696447702
19,CIC-DDoS-2019,saint,no_rot,f1-score,0.9998473141049228
20,CIC-DDoS-2019,saint,no_rot,f1-score,0.9997421590052844
1,IoTID20,rf,rot,f1-score,0.9938405504875348
2,IoTID20,rf,rot,f1-score,0.9944451994292316
3,IoTID20,rf,rot,f1-score,0.9944283542411604
4,IoTID20,rf,rot,f1-score,0.9942675159235668
5,IoTID20,rf,rot,f1-score,0.993408439233784
6,IoTID20,rf,rot,f1-score,0.9959431186106243
7,IoTID20,rf,rot,f1-score,0.9943900149911032
8,IoTID20,rf,rot,f1-score,0.993139322248198
9,IoTID20,rf,rot,f1-score,0.9947994119596528
10,IoTID20,rf,rot,f1-score,0.995373598897828
11,IoTID20,rf,rot,f1-score,0.9931546671759288
12,IoTID20,rf,rot,f1-score,0.99446293905836
13,IoTID20,rf,rot,f1-score,0.9944585751956484
14,IoTID20,rf,rot,f1-score,0.9940317007530416
15,IoTID20,rf,rot,f1-score,0.9952706923145564
16,IoTID20,rf,rot,f1-score,0.9952395120499852
17,IoTID20,rf,rot,f1-score,0.9938641455631748
18,IoTID20,rf,rot,f1-score,0.9959165270062188
19,IoTID20,rf,rot,f1-score,0.9962309099417196
20,IoTID20,rf,rot,f1-score,0.993605275329602
1,IoTID20,rf,no_rot,f1-score,0.9932914366163736
2,IoTID20,rf,no_rot,f1-score,0.9933127244817044
3,IoTID20,rf,no_rot,f1-score,0.9930768415474298
4,IoTID20,rf,no_rot,f1-score,0.9932832403276964
5,IoTID20,rf,no_rot,f1-score,0.9931147346374636
6,IoTID20,rf,no_rot,f1-score,0.9930850860866506
7,IoTID20,rf,no_rot,f1-score,0.992895836689019
8,IoTID20,rf,no_rot,f1-score,0.9933000882013704
9,IoTID20,rf,no_rot,f1-score,0.9928408845258836
10,IoTID20,rf,no_rot,f1-score,0.9932873383851448
11,IoTID20,rf,no_rot,f1-score,0.9928747334912958
12,IoTID20,rf,no_rot,f1-score,0.9931146178697712
13,IoTID20,rf,no_rot,f1-score,0.9930473121926404
14,IoTID20,rf,no_rot,f1-score,0.9931059629604504
15,IoTID20,rf,no_rot,f1-score,0.9931229807765688
16,IoTID20,rf,no_rot,f1-score,0.993005273599783
17,IoTID20,rf,no_rot,f1-score,0.993089413660067
18,IoTID20,rf,no_rot,f1-score,0.9929042540565286
19,IoTID20,rf,no_rot,f1-score,0.9930936825637744
20,IoTID20,rf,no_rot,f1-score,0.9931231557168538
1,IoTID20,dt,rot,f1-score,0.9951382041954238
2,IoTID20,dt,rot,f1-score,0.9954699838487664
3,IoTID20,dt,rot,f1-score,0.9958886968956682
4,IoTID20,dt,rot,f1-score,0.9951499436781366
5,IoTID20,dt,rot,f1-score,0.9943081902593596
6,IoTID20,dt,rot,f1-score,0.996677712562506
7,IoTID20,dt,rot,f1-score,0.9957797282162006
8,IoTID20,dt,rot,f1-score,0.9964276742413598
9,IoTID20,dt,rot,f1-score,0.9950722102523626
10,IoTID20,dt,rot,f1-score,0.994191415209556
11,IoTID20,dt,rot,f1-score,0.995167684742475
12,IoTID20,dt,rot,f1-score,0.993016599885518
13,IoTID20,dt,rot,f1-score,0.9966062144174144
14,IoTID20,dt,rot,f1-score,0.996625930428477
15,IoTID20,dt,rot,f1-score,0.995793071995158
16,IoTID20,dt,rot,f1-score,0.9935579697844168
17,IoTID20,dt,rot,f1-score,0.9968871761023698
18,IoTID20,dt,rot,f1-score,0.9942294925698332
19,IoTID20,dt,rot,f1-score,0.9956199288982632
20,IoTID20,dt,rot,f1-score,0.9945020133771584
1,IoTID20,dt,no_rot,f1-score,0.9978317266527228
2,IoTID20,dt,no_rot,f1-score,0.9978317266527228
3,IoTID20,dt,no_rot,f1-score,0.9978317266527228
4,IoTID20,dt,no_rot,f1-score,0.9978317266527228
5,IoTID20,dt,no_rot,f1-score,0.9978317266527228
6,IoTID20,dt,no_rot,f1-score,0.9978317266527228
7,IoTID20,dt,no_rot,f1-score,0.9978317266527228
8,IoTID20,dt,no_rot,f1-score,0.9978317266527228
9,IoTID20,dt,no_rot,f1-score,0.9978317266527228
10,IoTID20,dt,no_rot,f1-score,0.9978317266527228
11,IoTID20,dt,no_rot,f1-score,0.9978317266527228
12,IoTID20,dt,no_rot,f1-score,0.9978317266527228
13,IoTID20,dt,no_rot,f1-score,0.9978317266527228
14,IoTID20,dt,no_rot,f1-score,0.9978317266527228
15,IoTID20,dt,no_rot,f1-score,0.9978317266527228
16,IoTID20,dt,no_rot,f1-score,0.9978317266527228
17,IoTID20,dt,no_rot,f1-score,0.9978317266527228
18,IoTID20,dt,no_rot,f1-score,0.9978317266527228
19,IoTID20,dt,no_rot,f1-score,0.9978317266527228
20,IoTID20,dt,no_rot,f1-score,0.9978317266527228
1,IoTID20,lgbm,rot,f1-score,0.9989719263370288
2,IoTID20,lgbm,rot,f1-score,0.9988825290670396
3,IoTID20,lgbm,rot,f1-score,0.9989634653528696
4,IoTID20,lgbm,rot,f1-score,0.9989548628737432
5,IoTID20,lgbm,rot,f1-score,0.9989719175657056
6,IoTID20,lgbm,rot,f1-score,0.9989634122931624
7,IoTID20,lgbm,rot,f1-score,0.999057259739872
8,IoTID20,lgbm,rot,f1-score,0.999129677980853
9,IoTID20,lgbm,rot,f1-score,0.9989038034182566
10,IoTID20,lgbm,rot,f1-score,0.9988526387176851
11,IoTID20,lgbm,rot,f1-score,0.999061529536225
12,IoTID20,lgbm,rot,f1-score,0.9988484078171784
13,IoTID20,lgbm,rot,f1-score,0.9989421871134504
14,IoTID20,lgbm,rot,f1-score,0.9989932427820628
15,IoTID20,lgbm,rot,f1-score,0.9989293772900024
16,IoTID20,lgbm,rot,f1-score,0.9990103149075584
17,IoTID20,lgbm,rot,f1-score,0.9989420697892673
18,IoTID20,lgbm,rot,f1-score,0.998984771573604
19,IoTID20,lgbm,rot,f1-score,0.9990529575878574
20,IoTID20,lgbm,rot,f1-score,0.998865468442109
1,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
2,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
3,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
4,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
5,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
6,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
7,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
8,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
9,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
10,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
11,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
12,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
13,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
14,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
15,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
16,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
17,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
18,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
19,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
20,IoTID20,lgbm,no_rot,f1-score,0.999598852889966
1,IoTID20,catboost,rot,f1-score,0.9944787985865724
2,IoTID20,catboost,rot,f1-score,0.9929944116536328
3,IoTID20,catboost,rot,f1-score,0.992509093069744
4,IoTID20,catboost,rot,f1-score,0.9939254819443558
5,IoTID20,catboost,rot,f1-score,0.9925399735207252
6,IoTID20,catboost,rot,f1-score,0.9927211147092904
7,IoTID20,catboost,rot,f1-score,0.9928256562339576
8,IoTID20,catboost,rot,f1-score,0.9927870132294664
9,IoTID20,catboost,rot,f1-score,0.9945477802283728
10,IoTID20,catboost,rot,f1-score,0.99313095313859
11,IoTID20,catboost,rot,f1-score,0.992335328325352
12,IoTID20,catboost,rot,f1-score,0.9944423671776744
13,IoTID20,catboost,rot,f1-score,0.9935785321264888
14,IoTID20,catboost,rot,f1-score,0.9942154244007008
15,IoTID20,catboost,rot,f1-score,0.9934577215878194
16,IoTID20,catboost,rot,f1-score,0.994329099287524
17,IoTID20,catboost,rot,f1-score,0.9940045465168156
18,IoTID20,catboost,rot,f1-score,0.993790033470955
19,IoTID20,catboost,rot,f1-score,0.9949146632877808
20,IoTID20,catboost,rot,f1-score,0.9925540405155288
1,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
2,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
3,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
4,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
5,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
6,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
7,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
8,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
9,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
10,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
11,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
12,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
13,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
14,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
15,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
16,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
17,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
18,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
19,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
20,IoTID20,catboost,no_rot,f1-score,0.9971860485906828
1,IoTID20,xgb,rot,f1-score,0.9992533205900046
2,IoTID20,xgb,rot,f1-score,0.9993429081010043
3,IoTID20,xgb,rot,f1-score,0.999227739923286
4,IoTID20,xgb,rot,f1-score,0.9992746326227578
5,IoTID20,xgb,rot,f1-score,0.9992618414708556
6,IoTID20,xgb,rot,f1-score,0.9992660613094831
7,IoTID20,xgb,rot,f1-score,0.9992021265248132
8,IoTID20,xgb,rot,f1-score,0.9991935724739404
9,IoTID20,xgb,rot,f1-score,0.999325800505223
10,IoTID20,xgb,rot,f1-score,0.9992063627519584
11,IoTID20,xgb,rot,f1-score,0.999278914873554
12,IoTID20,xgb,rot,f1-score,0.999295993992482
13,IoTID20,xgb,rot,f1-score,0.9993215536847316
14,IoTID20,xgb,rot,f1-score,0.9992618477699696
15,IoTID20,xgb,rot,f1-score,0.999338638448574
16,IoTID20,xgb,rot,f1-score,0.9993129904544076
17,IoTID20,xgb,rot,f1-score,0.9992277267432684
18,IoTID20,xgb,rot,f1-score,0.9993044621102534
19,IoTID20,xgb,rot,f1-score,0.9992874241021332
20,IoTID20,xgb,rot,f1-score,0.9992959639533544
1,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
2,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
3,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
4,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
5,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
6,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
7,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
8,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
9,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
10,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
11,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
12,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
13,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
14,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
15,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
16,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
17,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
18,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
19,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
20,IoTID20,xgb,no_rot,f1-score,0.9995049378184828
1,IoTID20,mlp,rot,f1-score,0.9984908942091264
2,IoTID20,mlp,rot,f1-score,0.9980185362735698
3,IoTID20,mlp,rot,f1-score,0.9983289425446112
4,IoTID20,mlp,rot,f1-score,0.9981732509304468
5,IoTID20,mlp,rot,f1-score,0.997740719900421
6,IoTID20,mlp,rot,f1-score,0.9984864053619622
7,IoTID20,mlp,rot,f1-score,0.9978180640432296
8,IoTID20,mlp,rot,f1-score,0.997801785836003
9,IoTID20,mlp,rot,f1-score,0.9976130803198472
10,IoTID20,mlp,rot,f1-score,0.9977972911367596
11,IoTID20,mlp,rot,f1-score,0.9978824842677528
12,IoTID20,mlp,rot,f1-score,0.9981332151320388
13,IoTID20,mlp,rot,f1-score,0.9987036026200874
14,IoTID20,mlp,rot,f1-score,0.9978270687583616
15,IoTID20,mlp,rot,f1-score,0.9975379530081272
16,IoTID20,mlp,rot,f1-score,0.99802685690664
17,IoTID20,mlp,rot,f1-score,0.997839602179999
18,IoTID20,mlp,rot,f1-score,0.9982689519911316
19,IoTID20,mlp,rot,f1-score,0.9983546742596036
20,IoTID20,mlp,rot,f1-score,0.9978777625310024
1,IoTID20,mlp,no_rot,f1-score,0.9991466994334084
2,IoTID20,mlp,no_rot,f1-score,0.9990402948214308
3,IoTID20,mlp,no_rot,f1-score,0.9991211454120378
4,IoTID20,mlp,no_rot,f1-score,0.9991638011211892
5,IoTID20,mlp,no_rot,f1-score,0.9988570843710552
6,IoTID20,mlp,no_rot,f1-score,0.9991553405513324
7,IoTID20,mlp,no_rot,f1-score,0.9990955168353328
8,IoTID20,mlp,no_rot,f1-score,0.9991125598382128
9,IoTID20,mlp,no_rot,f1-score,0.9990701404173278
10,IoTID20,mlp,no_rot,f1-score,0.9990828231981742
11,IoTID20,mlp,no_rot,f1-score,0.999074117531606
12,IoTID20,mlp,no_rot,f1-score,0.9990015787003456
13,IoTID20,mlp,no_rot,f1-score,0.9991936963264122
14,IoTID20,mlp,no_rot,f1-score,0.99913815171943
15,IoTID20,mlp,no_rot,f1-score,0.9990103486814602
16,IoTID20,mlp,no_rot,f1-score,0.9984653030600152
17,IoTID20,mlp,no_rot,f1-score,0.9991041567128524
18,IoTID20,mlp,no_rot,f1-score,0.99905273937532
19,IoTID20,mlp,no_rot,f1-score,0.9991168602890044
20,IoTID20,mlp,no_rot,f1-score,0.9991636155704056
1,IoTID20,resnet,rot,f1-score,0.9950403950684442
2,IoTID20,resnet,rot,f1-score,0.9940959002372676
3,IoTID20,resnet,rot,f1-score,0.9940531523386263
4,IoTID20,resnet,rot,f1-score,0.9977761304670126
5,IoTID20,resnet,rot,f1-score,0.9966412525701442
6,IoTID20,resnet,rot,f1-score,0.9976312605442988
7,IoTID20,resnet,rot,f1-score,0.9940786709056876
8,IoTID20,resnet,rot,f1-score,0.9938355466494584
9,IoTID20,resnet,rot,f1-score,0.9964221444160352
10,IoTID20,resnet,rot,f1-score,0.9966182359388128
11,IoTID20,resnet,rot,f1-score,0.996379083127551
12,IoTID20,resnet,rot,f1-score,0.9972687491211848
13,IoTID20,resnet,rot,f1-score,0.997213084016568
14,IoTID20,resnet,rot,f1-score,0.997118917121986
15,IoTID20,resnet,rot,f1-score,0.9794096311589756
16,IoTID20,resnet,rot,f1-score,0.9976399420635598
17,IoTID20,resnet,rot,f1-score,0.994036224102144
18,IoTID20,resnet,rot,f1-score,0.9941172975221344
19,IoTID20,resnet,rot,f1-score,0.9974819883344908
20,IoTID20,resnet,rot,f1-score,0.9950417015418735
1,IoTID20,resnet,no_rot,f1-score,0.991063721756791
2,IoTID20,resnet,no_rot,f1-score,0.9989335835857184
3,IoTID20,resnet,no_rot,f1-score,0.998000707638661
4,IoTID20,resnet,no_rot,f1-score,0.998503089776231
5,IoTID20,resnet,no_rot,f1-score,0.998000349619043
6,IoTID20,resnet,no_rot,f1-score,0.9987669228110746
7,IoTID20,resnet,no_rot,f1-score,0.9983620682300952
8,IoTID20,resnet,no_rot,f1-score,0.9988736720849866
9,IoTID20,resnet,no_rot,f1-score,0.9980470249110928
10,IoTID20,resnet,no_rot,f1-score,0.9981436356575584
11,IoTID20,resnet,no_rot,f1-score,0.9980186520001368
12,IoTID20,resnet,no_rot,f1-score,0.9990062143591364
13,IoTID20,resnet,no_rot,f1-score,0.99782281738508
14,IoTID20,resnet,no_rot,f1-score,0.9987335024839556
15,IoTID20,resnet,no_rot,f1-score,0.9984308642185874
16,IoTID20,resnet,no_rot,f1-score,0.999074125432537
17,IoTID20,resnet,no_rot,f1-score,0.9990271128293096
18,IoTID20,resnet,no_rot,f1-score,0.99880526706548
19,IoTID20,resnet,no_rot,f1-score,0.998391809747254
20,IoTID20,resnet,no_rot,f1-score,0.9984047363122964
1,IoTID20,saint,rot,f1-score,0.9966510438858116
2,IoTID20,saint,rot,f1-score,0.9913876409256592
3,IoTID20,saint,rot,f1-score,0.992474497379664
4,IoTID20,saint,rot,f1-score,0.9962768017088416
5,IoTID20,saint,rot,f1-score,0.997559386140891
6,IoTID20,saint,rot,f1-score,0.9936334987688028
7,IoTID20,saint,rot,f1-score,0.9973919269057684
8,IoTID20,saint,rot,f1-score,0.9933562876927464
9,IoTID20,saint,rot,f1-score,0.9976699310350704
10,IoTID20,saint,rot,f1-score,0.9966390205875963
11,IoTID20,saint,rot,f1-score,0.9946387889369132
12,IoTID20,saint,rot,f1-score,0.9957885403967638
13,IoTID20,saint,rot,f1-score,0.995300283346471
14,IoTID20,saint,rot,f1-score,0.9921234473695366
15,IoTID20,saint,rot,f1-score,0.9980599248700576
16,IoTID20,saint,rot,f1-score,0.9973618149349404
17,IoTID20,saint,rot,f1-score,0.9974610207037574
18,IoTID20,saint,rot,f1-score,0.9951120734762984
19,IoTID20,saint,rot,f1-score,0.9910024615906968
20,IoTID20,saint,rot,f1-score,0.9901805538456312
1,IoTID20,saint,no_rot,f1-score,0.9962991007240152
2,IoTID20,saint,no_rot,f1-score,0.9668357554719972
3,IoTID20,saint,no_rot,f1-score,0.9927429336860132
4,IoTID20,saint,no_rot,f1-score,0.987394420816678
5,IoTID20,saint,no_rot,f1-score,0.9963938311494558
6,IoTID20,saint,no_rot,f1-score,0.9791058884186556
7,IoTID20,saint,no_rot,f1-score,0.7560507188710276
8,IoTID20,saint,no_rot,f1-score,0.992828381299538
9,IoTID20,saint,no_rot,f1-score,0.973162407391992
10,IoTID20,saint,no_rot,f1-score,0.9904604426354616
11,IoTID20,saint,no_rot,f1-score,0.9668357554719972
12,IoTID20,saint,no_rot,f1-score,0.9712932458294374
13,IoTID20,saint,no_rot,f1-score,0.98683532881884
14,IoTID20,saint,no_rot,f1-score,0.9939974359627451
15,IoTID20,saint,no_rot,f1-score,0.9951470776041887
16,IoTID20,saint,no_rot,f1-score,0.9927511042908376
17,IoTID20,saint,no_rot,f1-score,0.9702583135883884
18,IoTID20,saint,no_rot,f1-score,0.972926868844888
19,IoTID20,saint,no_rot,f1-score,0.993049341617014
20,IoTID20,saint,no_rot,f1-score,0.9962381642924166
1,CIC-IDS-2018,rf,rot,precision,0.9937729162825948
2,CIC-IDS-2018,rf,rot,precision,0.9928578737337562
3,CIC-IDS-2018,rf,rot,precision,0.9922055604427078
4,CIC-IDS-2018,rf,rot,precision,0.992553343835028
5,CIC-IDS-2018,rf,rot,precision,0.9929938799480724
6,CIC-IDS-2018,rf,rot,precision,0.9955053873781426
7,CIC-IDS-2018,rf,rot,precision,0.9927150691659165
8,CIC-IDS-2018,rf,rot,precision,0.993374604029069
9,CIC-IDS-2018,rf,rot,precision,0.9939565199455468
10,CIC-IDS-2018,rf,rot,precision,0.9936914978596152
11,CIC-IDS-2018,rf,rot,precision,0.99263291450088
12,CIC-IDS-2018,rf,rot,precision,0.9952602745347476
13,CIC-IDS-2018,rf,rot,precision,0.992034578573634
14,CIC-IDS-2018,rf,rot,precision,0.9947087776866284
15,CIC-IDS-2018,rf,rot,precision,0.9923092656985067
16,CIC-IDS-2018,rf,rot,precision,0.9948719000635884
17,CIC-IDS-2018,rf,rot,precision,0.991394640557611
18,CIC-IDS-2018,rf,rot,precision,0.993410011870165
19,CIC-IDS-2018,rf,rot,precision,0.9936253510156394
20,CIC-IDS-2018,rf,rot,precision,0.9930148715637674
1,CIC-IDS-2018,rf,no_rot,precision,0.9491752030042664
2,CIC-IDS-2018,rf,no_rot,precision,0.9498867329853246
3,CIC-IDS-2018,rf,no_rot,precision,0.9528303749481708
4,CIC-IDS-2018,rf,no_rot,precision,0.948393819053985
5,CIC-IDS-2018,rf,no_rot,precision,0.9490179115628872
6,CIC-IDS-2018,rf,no_rot,precision,0.9484538109186702
7,CIC-IDS-2018,rf,no_rot,precision,0.9496466604988092
8,CIC-IDS-2018,rf,no_rot,precision,0.948831904349878
9,CIC-IDS-2018,rf,no_rot,precision,0.94948859166011
10,CIC-IDS-2018,rf,no_rot,precision,0.9504469031775408
11,CIC-IDS-2018,rf,no_rot,precision,0.9451985036331942
12,CIC-IDS-2018,rf,no_rot,precision,0.9500127920020468
13,CIC-IDS-2018,rf,no_rot,precision,0.9485943617084064
14,CIC-IDS-2018,rf,no_rot,precision,0.9489555057240648
15,CIC-IDS-2018,rf,no_rot,precision,0.948737597013459
16,CIC-IDS-2018,rf,no_rot,precision,0.9452870860278269
17,CIC-IDS-2018,rf,no_rot,precision,0.950074867995902
18,CIC-IDS-2018,rf,no_rot,precision,0.9488807216839292
19,CIC-IDS-2018,rf,no_rot,precision,0.9503210810384904
20,CIC-IDS-2018,rf,no_rot,precision,0.9488373921418324
1,CIC-IDS-2018,dt,rot,precision,0.9952971267094326
2,CIC-IDS-2018,dt,rot,precision,0.9900822398628656
3,CIC-IDS-2018,dt,rot,precision,0.9915298546481228
4,CIC-IDS-2018,dt,rot,precision,0.993176153311813
